name,amenity,longitude,latitude,health_type
Bezmialem Vakıf Üniversitesi Tıp Fakültesi Acil Tıp,hospital,28.9348553,41.0199922,other_health
Şişli Hamidiye Etfal Eğitim ve Araştırma Hastanesi Gümüşsuyu Binası,hospital,28.9900446,41.0375948,hospital
Hasanpaşa Aile Sağlığı Merkezi,hospital,29.0428574,40.9973977,other_health
Bakırköy 4 Nolu Aile Sağlığı Merkezi,hospital,28.8718638,40.9785089,other_health
Kartal Dr. Lütfi Kırdar Eğitim ve Araştırma Hastanesi KADİR REZZAN HAS ADATEPE POLİKLİNİĞİ,hospital,29.1239632,40.9332716,hospital
fsm tıp merkezi,hospital,29.218531,41.0229665,clinic_dental
Op.Dr.Alper Tuncel,hospital,28.9910859,41.0516267,other_health
Medient,hospital,29.0927519,40.9826508,other_health
Büyükçekmece Aile Sağlığı Merkezi,hospital,28.5786177,41.0203306,other_health
Sağlık Ocağı,hospital,28.6041953,41.0168104,other_health
Bahceci,hospital,29.0418888,41.0221279,other_health
İstanbul Üniversitesi Tıp Fakültesi Hastanesi,hospital,28.9339596,41.0168625,hospital
Özel Avusturya Sen Jorj Hastanesi,hospital,28.9743145,41.0242924,hospital
Medihaus,hospital,28.6568742,41.0133418,other_health
Maltepe 4 Nolu Aile Hekimliği,hospital,29.1167634,40.9410585,other_health
ARES Psikolojik Danışmanlık Merkezi,hospital,29.1338782,40.9226879,other_health
Özel Asya Hastanesi,hospital,28.9038241,41.073873,hospital
Özel Bilge Hastanesi,hospital,28.9073845,41.0695422,hospital
Avrupa Özel Şafak Hastanesi,hospital,28.9123842,41.0596967,hospital
Küçükbakkalköy Aile Sağlığı Merkezi,hospital,29.1255715,40.9804944,other_health
NGY Med Dental Clinic,hospital,28.6261789,41.0025741,clinic_dental
Op.Dr.Alper TUNCEL,hospital,28.9910831,41.0517202,other_health
Üsküdar Üniversitesi Diş Hastanesi,hospital,29.1157001,41.0276144,clinic_dental
Özel Medipoint Tıp Merkezi,hospital,29.0713318,40.9823877,clinic_dental
Dr Ezgi Özkur,hospital,28.9909873,41.0492903,other_health
Acıbadem,hospital,28.8860229,41.1797497,other_health
Özel Baydent Ağız ve Diş Sağlığı Polikliniği,hospital,29.2367531,40.8829325,clinic_dental
Bayındır Levent Tıp Merkezi,hospital,29.0179686,41.0730408,clinic_dental
Özel Etiler Hastanesi,hospital,29.0183816,41.0726109,hospital
Patológia,hospital,28.9383347,41.003674,other_health
Aktif International Hospital,hospital,29.0174216,41.0230164,other_health
Marmara Tıp Merkezi,hospital,29.0584553,40.9840765,clinic_dental
Selimpaşa Aile Sağlığı Merkezi,hospital,28.3671171,41.0554262,other_health
Medicana Zincirlikuyu Hastanesi,hospital,29.0151774,41.0714522,hospital
Erdem Hastanesi,hospital,29.1198759,41.021568,hospital
Eyüp Kemerburgaz Aile Sağlığı Merkezi,hospital,28.91162,41.159064,other_health
Bağcılar İşitme Engelli Rehabilitasyon Merkezi,hospital,28.8487524,41.0254232,other_health
Çekmeköy Devlet Hastanesi,hospital,29.2352315,41.0373376,hospital
Şehit Prof. İlhan Varank Eğitim ve Araştırma Hastanesi - Çekmeköy Ek Hizmet Binası,hospital,29.2351897,41.0378066,hospital
Özel Belde Tıp Merkezi,hospital,28.9153423,41.0567006,clinic_dental
Özel Okmeydanı hastanesi,hospital,28.959974,41.0525054,hospital
ENT Clinic-Dr. Selcuk Guney,hospital,28.9852615,41.0550656,other_health
İstinye Üniversite Hastanesi,hospital,28.6719772,41.0562343,hospital
Özel Lilyum Tıp Merkezi,hospital,28.6273395,41.1577165,clinic_dental
